"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"14754",406.24301,5.712,7469,6400,9231,13482,844,6484,1514,11599,6054,13551,9198,1116,17890,12056,5106,5956,0,17696,287,17860,0,13328,0,5377,5488,6089,6385,450815,325,0,663,3410,3005,2177,3311,2090,0,887,196,0,1135,3452,966,362,1321,1750,1100,1811,1087,0,12,1354,1451,0,1021,944,4353,737,278,399,649,393,690,3392,911,11,1870,2073,0,11,2917,1345,2841,4808,2048,85,822,900,9187.66666666667,"406.24301","M0","M+H+","M0,M+H+","kp908_405.2356",405.23556903323
"16826",447.26923,6.561,65970,68794,68374,75473,0,68954,64866,65560,75078,67753,70622,62409,71796,66304,66376,69120,46055,75433,0,72172,0,73818,0,95590,66023,77837,71924,80164,0,0,22741,0,0,0,0,0,23175,24459,30544,11755,20895,0,23162,12543,17242,25688,33768,7569,31851,0,24737,17634,26140,16705,4353,18768,0,23126,17574,13965,19831,14208,19615,0,19988,15686,18273,18399,7857,19844,0,0,0,0,78525,0,20928,29133,30989.0512820513,"447.2684","M0","ACN","M0,ACN","kp908_405.2356",405.23556903323
"14799",407.30588,14.564,4606,592,1249,1843,3348,6009,2923,12426,5824,640,9615,14953,14799,1115,8244,1333,13493,7006,6583,4097,22879,5880,11129,1278,1147,893,1227,2234,0,0,0,51264,16439,3228,3829,4005,0,0,0,0,0,11242,300,43,113,280,0,0,307,73479,11,0,9,0,0,0,2995,37,418,601,0,0,0,19374,0,461,0,361,0,587,31691,63699,32111,67052,6501,612,0,0,7159.15384615385,"407.30588","M0","M+H+","M0,M+H+","kp909_406.2992",406.29922353323
"15939",429.28912,13.896,11531,16864,17381,14878,0,23842,20395,22337,9808,23099,6637,19517,3293,21317,19751,19747,0,22726,0,23584,0,18323,0,17428,20452,24355,25155,9651,0,0,1246,0,0,0,0,0,67764,11737,207345,8680,8726,0,31908,27637,5260,3790,27504,1322,16765,0,3794,6350,3870,10877,3785,3888,0,6340,8109,13774,5919,4683,3754,0,17770,6042,4256,7652,3452,42243,0,0,324,0,8598,0,372,1951,12814.8461538462,"429.28912","M0","Na/H","M0,Na/H","kp909_406.2992",406.29922353323
"15715",425.27014,8.869,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,333255,0,1297,0,175,0,0,0,0,0,0,0,749,0,0,4991,5423,3090,9020,5787,543,0,0,0,306,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,338,4611,0,378,0,488,0,0,10157,598,0,332,522,0,0,4297,5810,3587,5571,0,1104,0,388,5210.29487179487,"425.27014","M0","NH3","M0,NH3","kp910_407.2362",407.23623853323
"14837",408.24344,8.204,0,0,0,0,15522,0,0,0,0,0,0,0,0,0,0,0,778119,0,4306,0,4901,0,9351,0,0,0,0,0,18435,0,0,69345,25917,28402,24912,21160,663,0,0,535,0,27961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42973,0,0,0,0,0,0,42189,0,0,0,0,0,0,44001,35209,33320,25587,0,21985,0,0,16343.5,"408.24344","M0","M+H+","M0,M+H+","kp910_407.2362",407.23623853323
"16181",434.23883,10.977,29910,18761,18017,34813,0,20529,5270,29125,35947,7558,60784,18263,38568,9052,18231,28929,0,29404,0,9664,0,12928,0,26036,18880,19634,19814,93172,0,0,20115,0,0,0,0,0,12403,14630,4625,5941,16944,0,15069,21605,14692,18037,7464,15671,13555,0,18516,13656,17597,9055,6479,1868,0,1244,15278,8711,16779,11396,19043,0,11425,18371,12819,20795,12982,17003,0,0,0,0,20229,0,6870,10189,13517.2435897436,"434.23883","M0","NH3","M0,NH3","kp911_433.2309",433.23089853323
"17026",451.26407,9.009,38512,38434,30234,39002,0,24840,39102,36248,48474,45173,41813,23202,11488,50052,38632,37496,0,18125,0,27727,0,46772,0,14242,58189,32435,62539,34147,0,0,33719,0,0,0,0,0,52323,31578,32095,43749,54678,0,48350,72797,50629,66385,34615,48168,33078,0,45745,42682,54678,49746,24954,41625,0,44660,43423,31721,33148,40727,30128,0,27302,42606,47363,68914,52781,30870,0,0,0,0,35588,0,29432,32053,29348.5641025641,"451.26407","M0","M+H+","M0,M+H+","kp911_433.2309",433.23089853323
"17030",451.28055,8.987,0,0,0,0,21654,0,0,0,0,0,0,0,0,0,0,0,303008,0,8448,0,6329,0,7301,0,0,0,0,0,9853,0,0,48633,46976,33681,46530,42626,0,0,0,0,0,32116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71460,0,0,0,0,0,0,45334,0,0,0,0,0,0,46801,59211,37013,76065,0,13344,0,0,12261.3205128205,"451.28055","M0","M+H+","M0,M+H+","kp912_411.5722",411.57220053323
"14926",410.25494,9.011,1216,36,35,0,22058,0,0,0,0,1861,1029,0,0,0,0,0,68204,0,5880,0,5617,0,5654,0,0,0,0,0,10208,0,0,31007,35009,51037,27721,20230,359,0,0,0,0,37436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52842,0,0,0,0,0,0,39174,0,0,0,0,0,0,53002,44134,38190,33208,0,12384,0,0,7660.65384615385,"410.25494","M0","ACN","M0,ACN","kp912_411.5722",411.57220053323
"16184",434.25604,7.411,9277,9693,10918,16079,1312,8788,11295,13056,23339,14385,6716,17635,9856,12629,18919,10750,143526,13109,0,4105,10,31044,394,14666,6579,18021,40813,179648,1539,0,4799,99,3199,1895,21,0,4372,9890,4994,3633,5396,34,5587,6047,2342,6262,4465,1334,3513,0,5270,3903,7660,9408,5740,6791,5489,1685,1791,1276,4853,3773,1860,2745,1218,2139,2040,3315,3547,6209,42,5615,503,986,10361,1746,5524,5392,10600.8205128205,"434.25604","M0","NH3","M0,NH3","kp912_411.5722",411.57220053323
"17392",459.15308,16.654,13950,10023,18037,30470,18253,3035,3112,8622,15423,4005,5002,5030,5901,11497,11742,54818,105301,43638,132740,28756,266551,11313,226536,46086,15860,58290,24343,0,0,0,0,244061,140596,8304,7247,9863,0,0,0,0,0,120538,80847,87242,70687,26620,0,0,0,99666,26178,0,0,0,0,0,17097,37162,0,0,0,0,0,168863,53942,0,19288,0,0,0,137062,129808,30361,253566,0,734,0,0,37795.7179487179,"459.15308","M0","M+H+","M0,M+H+","kp913_441.1191",441.11909853323
"16551",442.12622,17.703,509441,319820,507925,863,0,1852,2109,3407,0,222,0,436,0,583,210,897,0,894,0,0,0,0,0,1288,41,1948,768,0,0,0,0,0,0,0,0,0,644625,659747,390,0,0,0,300,1620,567374,408968,0,0,0,0,429090,666532,648605,0,0,0,0,768899,667377,510100,0,0,0,0,492794,713855,361923,0,0,0,0,0,344,0,0,0,0,0,114041.628205128,"442.12622","M0","NH3","M0,NH3","kp913_441.1191",441.11909853323
"16132",433.26532,16.476,36111,30112,39136,10597,368,56345,35674,67261,28000,49748,58654,48467,11010,51337,33430,40987,0,58418,0,27715,0,21990,0,45158,5935,72679,43865,4763,314,0,0,0,0,0,0,0,57170,61192,124975,59314,69685,0,122139,105256,62020,39847,186595,120648,98031,0,52018,59548,46499,159315,75808,145618,75,63696,53215,38346,147908,168886,86104,0,59338,63472,50388,153165,142081,117101,11,0,0,0,98807,0,263894,218775,54474.5384615385,"433.26532","M0","Na/H","M0,Na/H","kp914_410.2752",410.27522353323
"14993",411.28168,17.435,13617,15395,10588,17917,0,6926,7915,18618,14574,24117,15723,10239,16129,13683,15877,17247,0,22829,0,11444,0,10301,0,10286,26256,21941,27560,24960,0,0,0,0,0,0,0,0,911,309,301,4728,631,0,2605,2970,2851,2773,579,325,652,0,363,19454,3625,6021,2001,6515,0,5721,0,5930,0,780,343,0,367,18576,1413,1094,2354,418,0,0,0,0,26249,0,0,0,6346.16666666667,"411.28168","M0","M+H+","M0,M+H+","kp914_410.2752",410.27522353323
"16137",433.28314,16.471,383,1788,1030,15335,3067,944,6387,621,822,6338,534,567,8745,6832,2170,454,31268,12474,111252,671,139712,3158,175680,232,883,12625,14099,6963,0,923,0,106397,74710,133670,120072,195088,0,780,1346,1077,1290,158204,17033,15052,319,0,0,378,399,159356,0,0,0,306,0,311,47008,0,0,0,0,48,0,140632,0,0,0,399,0,0,103124,106545,112758,147536,266,320340,862,370,32456.8333333333,"433.28314","M0","Na/H","M0,Na/H","kp915_410.2928",410.29284353323
"14999",411.2991,17.445,2169,4190,937,7534,0,3923,4920,6613,12827,3370,5383,5437,4419,5073,4492,4190,3582,9846,321,8533,1255,5860,1556,4285,3970,11328,17100,9644,305,0,608,45411,32383,1025,0,2185,302,0,298,353,3082,1619,353,0,0,0,1214,654,0,9312,0,0,0,793,0,464,326,0,0,649,691,356,0,18443,0,0,0,454,460,0,23618,2591,8450,10402,8641,302,0,0,4211.55128205128,"411.2991","M0","M+H+","M0,M+H+","kp915_410.2928",410.29284353323
"16154",433.42068,16.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213105,0,3250,0,46,0,0,0,0,0,0,0,0,0,0,0,0,640,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,2796.9358974359,"433.42068","M0","Na/H","M0,Na/H","kp916_410.431",410.43098353323
"15035",411.43784,17.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13550,0,9331,0,12945,0,8345,0,0,0,0,0,9654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.038461538462,"411.43784","M0","M+H+","M0,M+H+","kp916_410.431",410.43098353323
"15897",428.80594,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,2880,0,323,0,0,0,0,961,0,0,0,374,1898,0,0,302,329,0,0,0,0,0,12521,0,0,0,0,0,0,0,0,0,256.948717948718,"428.80594","M0","M+H+","M0,M+H+","kp917_427.7983",427.79832853323
"16759",445.83182,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,0,1343,0,0,0,0,1784,0,0,0,0,2189,0,0,398,801,0,0,0,0,719,15631,0,0,0,0,0,0,0,0,0,326.807692307692,"445.83182","M0","NH3","M0,NH3","kp917_427.7983",427.79832853323
"15039",412.05765,15.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,1383,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,313,2371,783,0,0,0,0,996,0,0,0,0,0,0,0,1430,0,0,0,0,0,10,0,12,0,0,0,0,138.730769230769,"412.05765","M0","M+H+","M0,M+H+","kp918_411.0511",411.05110353323
"16159",434.04111,15.703,408,1552,391,0,0,350,307,1175,308,1112,2693,333,0,399,0,1217,0,1479,0,0,41833,0,49765,880,0,440,0,0,0,773,0,0,47684,0,0,0,5403,5837,0,1032,0,0,2452,1753,2491,7012,1339,0,0,0,1064,25028,5283,2608,0,0,0,9392,4598,9548,933,1319,0,0,0,21383,628,0,2701,0,0,0,0,0,0,0,0,0,3396.19230769231,"434.04111","M0","Na/H","M0,Na/H","kp918_411.0511",411.05110353323
"17175",454.13742,14.351,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,7514,0,14209,0,29484,0,25101,0,12,0,0,0,0,0,0,60929,37051,0,0,0,0,0,0,0,0,44524,0,0,0,0,0,0,0,31621,0,0,0,0,0,0,2282,0,0,0,0,0,0,22612,0,0,0,0,0,0,22830,21953,3720,16156,0,0,0,0,4376.96153846154,"454.13742","M0","ACN","M0,ACN","kp919_412.1033",412.10330403323
"15084",413.11029,13.166,0,0,0,0,3132,9,0,0,0,0,0,0,0,0,0,0,1370,0,2241,0,6357,0,5805,0,0,0,0,0,0,0,0,14506,12095,0,0,0,0,0,0,0,0,10306,0,0,0,0,0,0,0,9567,0,0,0,0,0,0,1052,0,0,0,0,0,0,6434,0,0,0,0,0,0,4987,5346,3546,5421,0,0,0,0,1181.71794871795,"413.11029","M0","M+H+","M0,M+H+","kp919_412.1033",412.10330403323
"15983",430.26303,6.925,35771,30074,31251,0,625,4066,1775,11853,0,608,1272,4223,1157,1282,1337,1629,83609,0,0,171,0,589,0,1098,156,5232,2987,0,0,0,0,1964,1022,1013,1264,425,15237,15419,444,1213,166,329,1851,1396,14089,13846,668,366,372,0,14695,24813,31637,672,300,295,3661,24719,15693,16085,0,302,0,988,23658,19260,18276,0,399,323,2886,3418,2014,834,0,0,1281,0,6385.35897435897,"430.26303","M0","NH3","M0,NH3","kp920_412.2283",412.22827353323
"15107",413.23462,6.068,0,3701,50,0,2876,1663,0,1690,0,0,0,1932,0,0,0,0,1178060,5678,0,0,0,0,0,1898,0,2258,0,0,0,0,0,2761,2855,4387,5164,4088,557,0,0,448,0,6722,0,0,0,397,0,468,0,0,0,0,0,0,0,0,8895,519,496,0,0,0,0,2677,1209,0,0,0,0,0,8706,6692,3031,3957,0,0,527,0,16209.7692307692,"413.23462","M0","M+H+","M0,M+H+","kp920_412.2283",412.22827353323
"16243",435.28867,14.162,0,0,0,0,3387,0,0,0,0,0,0,0,0,0,0,0,52182,0,1039,0,2442,0,2214,0,0,0,0,0,1767,0,0,5118,6607,5278,1611,4568,0,0,0,0,0,11734,0,0,262,0,0,0,0,11331,0,0,0,0,0,0,9560,0,0,0,12,0,0,8937,342,0,0,0,0,0,5541,11813,8413,3825,0,1500,0,0,2044.65384615385,"435.28867","M0","M+H+","M0,M+H+","kp921_412.2986",412.29863353323
"15120",413.30515,15.49,3079,783,1667,0,7454,2588,864,2698,22,1341,0,1606,0,1926,1809,313,7097,25,2816,2424,3040,0,10840,1263,0,0,2246,1381,317,0,53,1649,1194,0,2653,1437,2117,1429,1884,479,4330,23995,3356,3267,617,2623,3344,2461,152,30628,434,5989,2386,1321,5193,6514,6178,3527,9984,315,4701,7042,1468,10576,401,349,94,23941,4060,4396,14059,16167,15209,685,0,0,0,51,3721.88461538462,"413.30515","M0","Na/H","M0,Na/H","kp921_412.2986",412.29863353323
"16252",435.35773,18.527,0,713,570,0,2510,0,965,0,0,759,0,0,0,0,0,0,6370,0,6280,0,2729,0,1792,0,0,1066,0,0,606,0,0,0,292,3033,1139,1335,0,0,0,0,0,1632,0,312,0,0,0,0,990,632,0,0,0,695,1502,585,1868,0,0,0,686,0,1019,2161,0,0,0,349,293,47093,1963,353,1186,1126,1094,5688,0,0,1299.82051282051,"435.35773","M0","M+H+","M0,M+H+","kp922_412.3692",412.36920353323
"15134",413.37723,17.887,576,661,999,2945,10601,1443,862,1021,21,4802,1117,3333,0,1506,2488,637,37724,1205,22411,3202,11814,1610,1170,3168,470,1513,3430,0,5551,1089,10027,4418,2717,1926,710,5723,313,0,1401,3610,4669,4866,3002,1853,659,0,956,6337,5648,830,1188,1041,350,4789,6034,6960,6687,676,389,0,5240,5558,5812,707,1007,0,0,5702,2482,270477,2567,690,640,664,0,15895,717,14461,7022.65384615385,"413.37723","M0","Na/H","M0,Na/H","kp922_412.3692",412.36920353323
"15998",430.8038,0.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,0,355,458,0,319,0,0,0,5057,598,1582,0,0,0,0,2818,0,0,0,304,3214,0,0,1160,1607,0,0,0,0,785,24852,0,0,0,0,0,0,0,0,0,580.807692307692,"430.8038","M0","NH3","M0,NH3","kp923_412.7704",412.77038853323
"15142",413.77808,0.772,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,367,0,490,0,399,0,0,0,0,333,350,0,0,0,0,0,0,0,0,0,0,339,6577,527,2248,3355,0,976,1046,289,0,17985,2219,5448,0,0,570,1478,6235,0,333,0,2385,13959,948,0,5217,2173,0,892,0,1106,2518,92913,1307,0,0,0,0,1294,0,1634,1409,2308.08974358974,"413.77808","M0","M+H+","M0,M+H+","kp923_412.7704",412.77038853323
"17228",455.22449,15.876,43875,37690,42571,27293,0,40667,54104,47659,28416,35306,43497,45977,43509,44441,69001,42818,0,42428,0,33227,0,28436,0,29896,50268,36356,37482,17817,0,573,1095,0,0,0,0,0,316,432,1016,1499,1202,0,927,827,258,804,3071,2548,729,0,460,319,354,854,514,1509,0,0,518,391,743,0,1254,0,1100,0,403,1384,775,649,0,0,0,0,9963,0,2066,782,12334.2179487179,"455.22449","M0","ACN","M0,ACN","kp924_413.1917",413.19169903323
"15148",414.20001,14.161,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,7964,0,8410,0,9152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,"414.20001","M0","M+H+","M0,M+H+","kp924_413.1917",413.19169903323
"19084",496.41113,13.476,1656,1636,1680,0,0,1396,0,3169,0,323,0,877,0,1597,1336,323,0,0,0,0,0,0,0,0,0,0,0,3256,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,5806,782,0,0,2380,0,377,6051,1961,346,1014,487,0,10654,8743,5470,323,2622,1106,0,11920,8119,2208,0,6876,2728,0,0,0,0,0,0,0,0,1250.75641025641,"496.41113","M0","M+H+","M0,M+H+","kp925_473.4207",473.42074353323
"18090",474.42691,15.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23875,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.679487179487,"474.42691","M0","Na/H","M0,Na/H","kp925_473.4207",473.42074353323
"15164",414.42831,17.478,5177,5473,4073,5719,0,5093,6657,5404,5966,4170,6870,6032,5482,6219,7051,4662,0,5538,0,5104,0,5746,0,5106,6920,5265,6968,6358,0,10064,16697,0,0,0,0,0,4894,4342,4581,15887,13840,0,13128,11254,4511,4609,11795,10497,9886,0,5479,4313,3345,13839,26248,12619,0,9877,3760,3367,18500,30846,15190,0,7446,3803,3248,31162,15331,7253,0,0,0,0,6657,0,13536,16891,6663.4358974359,"414.42831","M0","M+H+","M0,M+H+","kp926_413.4214",413.42139853323
"16308",436.41104,17.454,4569,5323,5440,13377,0,12846,14195,4986,17097,4634,4573,6381,6850,15778,5175,13793,0,5644,0,4577,658,14599,0,4724,5219,5347,3913,6707,0,380,1915,0,0,0,0,0,1125,0,455,4950,7260,0,5452,2342,973,0,4474,2980,5830,0,267,288,0,4808,8928,3494,0,1876,0,0,5671,6496,5852,0,2995,0,340,11070,6399,6956,0,0,0,0,9920,0,2077,1814,3894.76923076923,"436.41104","M0","Na/H","M0,Na/H","kp926_413.4214",413.42139853323
"16053",432.06897,14.437,12626,11843,10525,0,0,3872,3123,7226,0,1903,0,714,0,1124,883,3321,0,3194,731,1176,0,0,0,1535,1391,2700,0,0,0,0,0,0,0,0,0,0,20933,23832,0,0,0,1316,2412,1214,23639,18844,0,0,0,1009,11879,22035,32695,0,0,0,0,33177,27099,31646,0,0,0,92,9840,33098,25419,0,0,0,1453,969,0,350,0,0,0,0,5010.74358974359,"432.06763","M0","M+H+","M0,M+H+","kp927_414.035",414.03500353323
"15179",415.04214,15.725,32951,39139,63624,8651,0,16241,15228,42036,13582,10763,52213,11680,1788,7247,9449,28005,0,39705,0,25676,0,21130,0,9666,18556,18411,5132,7892,0,5310,3447,0,0,0,0,0,151184,175465,3984,7958,2691,0,39807,36398,120616,182392,11928,3003,2451,0,34175,692311,137443,27117,2287,1546,0,298055,224447,456104,9133,7150,0,0,58516,547851,43437,1571,18341,1740,0,0,0,0,0,0,689,350,48816.1794871795,"415.04214","M0","NH3","M0,NH3","kp927_414.035",414.03500353323
"15219",415.26712,15.728,941,0,25,1148,1019,2215,1357,3961,824,961,2261,4083,2409,3134,810,112,9897,1817,4225,106,6700,21,4522,638,289,130,2012,554,17,353,468,3443,2218,5061,3704,1732,873,0,0,301,1657,4607,867,1455,686,413,1019,1924,677,5462,895,64,0,927,831,0,284,12,399,591,0,0,0,3476,0,47,1926,3105,0,932,3811,5382,3614,32572,2531,23,294,421,1990.32051282051,"415.26712","M0","M+H+","M0,M+H+","kp928_414.2598",414.25977853323
"16330",437.24899,15.773,14066,16706,15703,15924,386,27892,29440,27716,19938,18832,27476,14363,18256,5975,44578,18308,9107,21600,2365,3586,3466,20843,2884,12324,13408,17251,6711,24501,315,708,0,2728,1855,5300,3248,1106,0,415,10,340,0,1797,0,0,399,0,672,0,0,2896,0,0,382,0,0,0,473,0,305,332,0,0,0,2606,0,0,710,0,427,430,1995,1601,1800,30347,10384,690,346,586,6779.58974358974,"437.24899","M0","Na/H","M0,Na/H","kp928_414.2598",414.25977853323
"16362",438.23035,7.774,1610,4572,2921,1546,0,2961,128,7219,3457,256,1917,1027,2635,1547,5076,108,6895,5838,0,2392,0,2809,0,346,7019,5305,3409,6200,0,0,494,0,0,0,0,0,394,783,2149,623,769,0,1581,3088,2333,3670,2672,3124,1118,0,390,1623,2281,1399,987,2867,0,645,1960,1969,2656,2351,3354,0,1963,3054,1979,1338,465,1928,0,0,0,0,2309,0,2284,2798,1802.44871794872,"438.23035","M0","Na/H","M0,Na/H","kp929_415.2404",415.24043353323
"15256",416.24707,5.928,17360,23036,27304,33683,0,22450,21627,24038,14399,10706,14236,17045,17527,10532,13388,11060,63198,16635,0,11516,0,9890,0,17353,7567,31522,19663,21764,0,0,2964,0,0,0,0,0,7866,18536,8614,3153,4851,0,23734,19951,8888,3817,3756,5808,5994,0,5666,13701,14464,7122,726,4182,0,14240,14022,13411,3052,4595,4017,0,18579,14420,8168,5114,4771,13126,0,0,0,0,16610,0,2592,2765,10009.9230769231,"416.24707","M0","M+H+","M0,M+H+","kp929_415.2404",415.24043353323
"16249",435.32385,12.571,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,344144,0,2169,0,4114,0,5249,0,0,0,0,0,1583,0,0,2872,5444,2461,1032,2160,0,0,0,0,297,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,0,0,0,0,0,0,2584,0,0,0,0,0,0,2531,2295,3835,3407,0,2874,0,0,5060.25641025641,"435.32385","M0","M+H+","M0,M+H+","kp930_434.3166",434.31657353323
"17327",457.30585,10.744,0,0,0,0,6061,0,0,0,0,0,0,0,0,0,0,0,374489,0,14025,0,1328,0,487,0,0,0,0,0,4960,0,0,29294,6800,7009,19787,10556,0,0,0,0,0,6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17123,376,0,0,0,0,0,19193,0,0,0,0,0,0,16513,24419,35854,5467,0,3500,0,0,7745.0641025641,"457.30429","M0","Na/H","M0,Na/H","kp930_434.3166",434.31657353323
"16166",434.16934,15.87,33487,22348,21749,13493,0,20025,22636,21628,15086,15898,15914,21008,14069,21113,20353,29650,0,17570,0,30832,0,50119,0,89758,55329,20470,19893,13114,0,28722,36605,0,0,0,0,0,21599,27277,26677,23699,20924,0,26896,27295,32331,33104,28562,26284,21125,0,24073,29532,31483,26299,19346,21660,0,28440,36944,38785,26747,19956,23241,0,27999,33481,32745,25620,22216,28892,0,0,0,0,12787,0,26454,30909,19926.2948717949,"434.16898","M0","M+H+","M0,M+H+","kp931_416.1353",416.13526853323
"15303",417.1423,15.385,697,1091,508,119,0,1955,13,1573,1457,13,2019,0,1854,13,1579,8949,0,1091,0,18589,0,5635,0,17461,11458,1163,0,375,0,0,0,9,0,0,0,0,1157,1531,0,0,0,463,1047,1300,3298,6087,316,0,0,292,301,4436,6116,0,0,0,0,6551,9533,5100,0,0,0,0,0,7486,436,0,0,0,0,0,0,0,1178,0,0,316,1725.19230769231,"417.1423","M0","NH3","M0,NH3","kp931_416.1353",416.13526853323
"16169",434.18671,15.87,15,0,19,0,23209,0,0,18,433,0,0,0,0,19,0,0,29929,0,21337,0,22115,539,24048,13,0,0,1433,0,22103,0,0,30316,31368,30905,28746,29479,0,0,0,0,0,24054,0,0,0,0,0,0,0,26023,0,0,0,0,0,0,30104,0,0,0,0,0,0,33178,0,1455,0,0,0,0,70501,54523,40491,36345,22,21752,0,0,8134.51282051282,"434.18607","M0","M+H+","M0,M+H+","kp932_416.1527",416.15272853323
"15304",417.15985,15.397,1772,291,1417,0,0,1984,62,881,3772,3110,1594,481,3593,566,2850,447,0,1947,324,75,318,1949,1225,77,656,1479,825,400,0,0,0,11845,7462,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,633,0,0,0,0,0,0,301,0,185,0,0,0,0,607,0,0,0,0,0,0,1243,850,0,1683,1143,0,0,0,759.705128205128,"417.15985","M0","NH3","M0,NH3","kp932_416.1527",416.15272853323
"15317",417.21964,17.168,5364,1148,1084,57316,0,7185,6916,1425,42994,7706,10874,16697,21489,3634,5476,6999,0,70965,0,32939,0,20571,0,39462,20546,93649,49309,10567,0,0,291,0,0,0,0,0,996278,692590,0,0,0,0,280474,259788,627932,482946,0,0,0,0,286210,818059,732433,0,1360,0,0,710290,841606,760514,0,0,0,0,498830,1144690,349460,0,0,0,0,0,0,0,6764,0,0,0,128523.461538462,"417.21964","M0","M+H+","M0,M+H+","kp933_416.2132",416.21316853323
