"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"31035",966.80707,18.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,9,0,0,0,0,0,0,0,0,0,0,0,129729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28499,2054.37179487179,"966.80566","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3687_1932.1024",1932.10239529984
"31034",966.80566,19.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,863.217948717949,"966.80566","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3688_1910.12",1910.11996529984
"30909",955.81622,17.53,0,0,0,388,0,0,286,0,312,870,0,3369,722,0,0,428,651,306,0,343,0,0,0,297,0,0,0,322,0,0,0,0,0,297,317,364,0,0,0,329,0,545,349,10,0,0,0,442,312,487,0,0,76083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,425,311,313,0,0,1144.97435897436,"955.81622","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3688_1910.12",1910.11996529984
"31059",968.74231,19.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51832,0,0,0,0,0,0,0,21702,1001.08974358974,"968.74231","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3689_1913.9875",1913.98746529984
"30935",957.74707,18.014,0,0,0,298,0,0,311,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2525,0,0,0,0,0,921,95,0,1108,1779,0,0,0,0,0,0,13891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897,0,310.384615384615,"957.74707","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3689_1913.9875",1913.98746529984
"31259",988.70624,17.008,0,0,0,0,0,0,0,329,434,0,0,359,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136818,0,0,0,0,0,0,0,3305,1814.96153846154,"988.70624","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3690_1934.8767",1934.87669079984
"31051",968.19464,17.528,304939,163678,351982,31247,102303,12082,13705,23494,13258,18905,23164,30202,3642,44413,50100,140673,134501,48936,151633,31627,144526,13336,138972,76945,29870,63878,26247,0,0,0,0,390826,363037,0,0,0,509339,454503,0,0,0,83622,77739,89573,509997,362150,0,0,0,141380,475044,516613,570397,0,0,0,65142,472571,489473,464600,0,0,0,167257,637842,440960,422775,0,0,0,143497,147372,241056,276249,0,0,0,0,137195.794871795,"968.19464","M0","ACN, 2x charged","M0,ACN, 2x charged","kp3690_1934.8767",1934.87669079984
"31132",976.70978,17.032,0,379,311,568,0,1425,1066,3005,953,2845,962,1187,0,1426,1059,641,7352,1593,337,329,302,727,1043,612,1104,1934,759,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,954,1044,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,362,476,0,0,709,0,0,0,530.230769230769,"976.70978","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3691_1951.9037",1951.90372529984
"31253",987.69586,17.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,41731,0,0,0,0,0,0,0,0,550.782051282051,"987.69586","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3691_1951.9037",1951.90372529984
"31096",971.72662,19.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9871794871795,"971.72662","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3692_1941.7763",1941.77632255538
"31200",982.7193,19.597,0,0,289,0,5430,0,0,324,0,0,2188,0,599,0,0,2274,462,1729,2897,638,1760,989,1490,0,1849,622,3403,0,7878,1445,21397,6363,17883,5451,6813,5880,1402,0,3249,2225,9601,4702,1686,1009,0,708,1265,5839,7880,7940,5782,0,0,6758,0,13588,13579,308,315,0,1706,0,13708,12771,0,0,0,1500,8587,2962,10931,13270,8979,7241,0,9836,3186,7598,3720.05128205128,"982.7193","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3692_1941.7763",1941.77632255538
"31171",980.24103,19.002,35269,26676,44095,0,0,0,0,0,0,0,0,312,0,0,0,685,830,0,979,0,2134,0,1784,0,0,0,0,0,0,0,0,676,0,0,0,0,103995,99436,0,0,0,0,0,0,116589,58604,0,0,0,0,123894,118399,121790,0,0,0,0,185790,109907,98803,0,0,0,0,149360,115235,75454,0,0,0,0,0,0,0,0,0,0,0,20393.5384615385,"980.24103","M0","NH3, 2x charged","M0,NH3, 2x charged","kp3692_1941.7763",1941.77632255538
"31274",990.48291,16.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70289,0,0,0,0,0,0,0,0,901.141025641026,"990.48291","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3693_1938.4292",1938.42924079984
"31075",969.97052,17.295,1088,306,1173,0,0,0,0,0,0,0,0,0,0,0,0,3676,0,0,310,19897,0,5495,0,16108,14486,0,0,0,0,0,0,588,0,0,0,0,313,705,0,0,0,0,0,0,1415,446,0,0,0,0,320,0,451,0,0,0,0,422,386,311,0,0,0,0,564,513,775,0,0,0,0,0,0,0,0,0,0,0,894.205128205128,"969.97052","M0","ACN, 2x charged","M0,ACN, 2x charged","kp3693_1938.4292",1938.42924079984
"31197",982.25793,17.871,391779,328601,371491,18794,65113,22046,12279,42352,6548,32259,22811,31627,1625,41353,41298,111444,126546,28158,135336,24922,110957,13863,107174,54196,22227,31647,12972,358,3529,1199,602,151457,132142,1191,849,307,842514,703726,1588,1871,393,56082,48942,59700,1000055,581112,3600,2038,951,103883,932405,887776,938383,2321,597,851,43017,1077237,739566,815073,1672,1189,328,81869,1092714,903052,788926,2790,3210,1658,71290,68312,111630,184686,0,1362,1520,408,187966.012820513,"982.25793","M0","ACN, 2x charged","M0,ACN, 2x charged","kp3694_1921.9774",1921.97739079984
"30979",961.74365,19.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3589,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52805,0,0,0,0,0,0,0,51474,1409.69230769231,"961.74365","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3694_1921.9774",1921.97739079984
"31225",984.71814,16.768,0,0,0,189,0,346,369,0,318,0,0,363,646,893,0,0,703,0,0,637,0,0,0,0,349,419,89,2069,0,0,0,0,0,0,0,0,0,0,0,2797,0,0,0,0,0,0,0,0,96960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,823,0,0,393,1400.17948717949,"984.71814","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp3695_1940.4126",1940.41263622205
"31317",995.71362,16.205,63,65,897,91,542,65,74,698,14,1147,986,1277,1351,963,926,0,783,1514,902,930,988,933,2061,104,78,0,76,2557,0,0,0,0,0,0,0,0,0,342,0,0,0,921,914,711,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,34599,2831,351,409,0,0,1834,0,6562,406,846,588,0,0,0,0,0,929.064102564103,"995.71362","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp3695_1940.4126",1940.41263622205
"31008",964.20966,18.532,33557,25368,40880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,1413,0,759,0,0,0,0,0,0,0,0,595,0,0,0,0,79658,69731,0,0,0,0,0,0,85523,47552,0,0,0,0,89167,80042,99424,0,0,0,0,114743,78183,75730,0,0,0,0,98804,93091,64973,0,0,0,0,0,0,292,0,0,0,0,15125.3974358974,"964.20966","M0","ACN, 2x charged","M0,ACN, 2x charged","kp3695_1940.4126",1940.41263622205
